mosquito_species;male;fem_unfed;fem_fed;fem_gravid;total;collection_date;remarks;source
Others;0;0;0;0;0;10/2/24;;
Aedes Albopictus;0;0;0;0;0;10/2/24;;
Aedes Aegypti;0;0;0;0;0;10/2/24;;
Culex;49;27;0;0;76;10/2/24;;
Others;0;0;0;0;0;10/2/24;;
Aedes Albopictus;0;0;0;0;0;12/2/24;;
Aedes Aegypti;0;0;0;0;0;12/2/24;;
Culex;3;9;0;1;13;12/2/24;;
Others;0;0;0;0;0;12/2/24;;
Aedes Albopictus;0;0;0;0;0;12/2/24;;
Aedes Aegypti;0;0;0;0;0;12/2/24;;
Culex;2;8;0;2;12;12/2/24;;
Others;0;0;0;0;0;12/2/24;;
Aedes Albopictus;0;0;0;0;0;12/2/24;;
Aedes Aegypti;0;0;0;0;0;12/2/24;;
Culex;0;0;0;0;0;12/2/24;;
Others;0;0;0;0;0;12/2/24;;
Aedes Albopictus;0;0;0;0;0;12/2/24;;
Aedes Aegypti;0;0;0;0;0;12/2/24;;
Culex;9;28;4;3;44;12/2/24;;
Others;0;0;0;0;0;12/2/24;;
Aedes Albopictus;0;0;0;0;0;12/2/24;;
Aedes Aegypti;0;0;0;0;0;12/2/24;;
Culex;0;0;1;0;1;12/2/24;;
Others;0;0;0;0;0;12/2/24;;
Aedes Albopictus;0;0;0;0;0;13/2/24;;
Aedes Aegypti;0;0;0;0;0;13/2/24;;
Culex;2;0;0;0;2;13/2/24;;
Others;0;0;0;0;0;13/2/24;;
Aedes Albopictus;0;0;0;0;0;13/2/24;;
Aedes Aegypti;0;0;0;0;0;13/2/24;;
Culex;0;5;0;0;5;13/2/24;;
Others;0;0;0;0;0;13/2/24;;
Aedes Albopictus;0;0;0;0;0;13/2/24;;
Aedes Aegypti;0;0;0;0;0;13/2/24;;
Culex;4;3;0;0;7;13/2/24;;
Others;0;0;0;0;0;13/2/24;;
Aedes Albopictus;0;0;0;0;0;13/2/24;;
Aedes Aegypti;0;0;0;0;0;13/2/24;;
Culex;7;9;0;0;16;13/2/24;;
Others;0;0;0;0;0;13/2/24;;
Aedes Albopictus;0;0;0;0;0;13/2/24;;
Aedes Aegypti;0;0;0;0;0;13/2/24;;
Culex;20;6;0;0;26;13/2/24;;
Others;0;0;0;0;0;13/2/24;;
Aedes Albopictus;0;0;0;0;0;23/1/24;;
Aedes Aegypti;0;0;0;0;0;23/1/24;;
Culex;60;223;0;0;283;23/1/24;;
Others;0;0;0;0;0;23/1/24;;
Aedes Albopictus;0;0;0;0;0;23/1/24;;
Aedes Aegypti;0;0;0;0;0;23/1/24;;
Culex;10;14;0;0;24;23/1/24;;
Others;0;0;0;0;0;23/1/24;;
Aedes Albopictus;0;0;0;0;0;23/1/24;;
Aedes Aegypti;0;0;0;0;0;23/1/24;;
Culex;0;4;0;0;4;23/1/24;;
Others;0;0;0;0;0;23/1/24;;
Aedes Albopictus;0;0;0;0;0;23/1/24;;
Aedes Aegypti;0;0;0;0;0;23/1/24;;
Culex;16;32;0;0;48;23/1/24;;
Others;0;0;0;0;0;23/1/24;;
Aedes Albopictus;0;0;0;0;0;23/1/24;;
Aedes Aegypti;0;0;0;0;0;23/1/24;;
Culex;8;20;0;0;28;23/1/24;;
Others;0;0;0;0;0;23/1/24;;
Aedes Albopictus;0;0;0;0;0;24/1/24;;
Aedes Aegypti;0;0;0;0;0;24/1/24;;
Culex;102;41;0;0;143;24/1/24;;
Others;0;0;0;0;0;24/1/24;;
Aedes Albopictus;0;0;0;0;0;24/1/24;;
Aedes Aegypti;0;0;0;0;0;24/1/24;;
Culex;80;21;0;0;101;24/1/24;;
Others;0;0;0;0;0;24/1/24;;
Aedes Albopictus;0;0;0;0;0;24/1/24;;
Aedes Aegypti;0;0;0;0;0;24/1/24;;
Culex;21;11;0;0;32;24/1/24;;
Others;0;0;0;0;0;24/1/24;;
Aedes Albopictus;0;0;0;0;0;24/1/24;;
Aedes Aegypti;0;0;0;0;0;24/1/24;;
Culex;8;16;0;0;24;24/1/24;;
Others;0;0;0;0;0;24/1/24;;
Aedes Albopictus;0;0;0;0;0;24/1/24;;
Aedes Aegypti;0;0;0;0;0;24/1/24;;
Culex;61;21;0;0;82;24/1/24;;
Others;0;0;0;0;0;24/1/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;11;13;0;0;24;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;2;14;0;0;16;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;1;1;0;0;2;5/3/24;;
Culex;3;7;1;0;11;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;8;11;6;0;25;5/3/24;;
Others,Armigeres;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;3;8;0;0;11;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;6;14;0;0;20;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;2;22;0;0;24;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;1;10;1;0;12;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;1;0;0;1;5/3/24;;
Culex;0;9;3;0;12;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;0;11;0;0;11;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;20/2/24;;
Aedes Aegypti;0;0;0;0;0;20/2/24;;
Culex;6;13;0;0;19;20/2/24;;
Others;0;0;0;0;0;20/2/24;;
Aedes Albopictus;0;0;0;0;0;20/2/24;;
Aedes Aegypti;0;0;0;0;0;20/2/24;;
Culex;11;22;0;0;33;20/2/24;;
Others;0;0;0;0;0;20/2/24;;
Aedes Albopictus;0;0;0;0;0;20/2/24;;
Aedes Aegypti;0;0;0;0;0;20/2/24;;
Culex;6;8;0;0;14;20/2/24;;
Others;0;0;0;0;0;20/2/24;;
Aedes Albopictus;0;0;0;0;0;20/2/24;;
Aedes Aegypti;0;0;0;0;0;20/2/24;;
Culex;109;54;0;0;163;20/2/24;;
Others;0;0;0;0;0;20/2/24;;
Aedes Albopictus;0;0;0;0;0;20/2/24;;
Aedes Aegypti;0;0;0;0;0;20/2/24;;
Culex;110;16;0;0;126;20/2/24;;
Others;0;0;0;0;0;20/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;8;21;0;0;29;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;109;23;2;0;134;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;10;9;0;0;19;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;82;41;3;0;126;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;0;17;0;0;17;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;23/2/24;;
Aedes Aegypti;0;0;0;0;0;23/2/24;;
Culex;2;15;1;0;18;23/2/24;;
Others;0;0;0;0;0;23/2/24;;
Aedes Albopictus;0;0;0;0;0;23/2/24;;
Aedes Aegypti;0;0;0;0;0;23/2/24;;
Culex;8;17;1;0;26;23/2/24;;
Others;0;0;0;0;0;23/2/24;;
Aedes Albopictus;0;0;0;0;0;23/2/24;;
Aedes Aegypti;0;0;0;0;0;23/2/24;;
Culex;102;48;7;8;165;23/2/24;;
Others;0;0;0;0;0;23/2/24;;
Aedes Albopictus;0;0;0;0;0;23/2/24;;
Aedes Aegypti;0;0;0;0;0;23/2/24;;
Culex;21;26;0;2;49;23/2/24;;
Others;0;0;0;0;0;23/2/24;;
Aedes Albopictus;0;0;0;0;0;23/2/24;;
Aedes Aegypti;0;0;0;0;0;23/2/24;;
Culex;36;18;35;5;94;23/2/24;;
Others;0;0;0;0;0;23/2/24;;
Aedes Albopictus;0;0;0;0;0;24/2/24;;
Aedes Aegypti;0;0;0;0;0;24/2/24;;
Culex;7;10;0;0;17;24/2/24;;
Others;0;0;0;0;0;24/2/24;;
Aedes Albopictus;0;0;0;0;0;24/2/24;;
Aedes Aegypti;0;0;0;0;0;24/2/24;;
Culex;12;13;0;0;25;24/2/24;;
Others;0;0;0;0;0;24/2/24;;
Aedes Albopictus;0;0;0;0;0;24/2/24;;
Aedes Aegypti;0;0;0;0;0;24/2/24;;
Culex;208;6;18;0;232;24/2/24;;
Others;0;0;0;0;0;24/2/24;;
Aedes Albopictus;0;0;0;0;0;24/2/24;;
Aedes Aegypti;0;0;0;0;0;24/2/24;;
Culex;36;8;0;0;44;24/2/24;;
Others;0;0;0;0;0;24/2/24;;
Aedes Albopictus;0;0;0;0;0;24/2/24;;
Aedes Aegypti;0;0;0;0;0;24/2/24;;
Culex;302;14;46;0;362;24/2/24;;
Others;0;0;0;0;0;24/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;0;0;0;0;0;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;1;0;0;1;28/2/24;;
Culex;3;0;0;0;3;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;0;0;0;0;0;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;1;1;0;0;2;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;4;6;0;0;10;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;0;1;0;0;1;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;0;1;1;0;2;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;0;0;0;0;0;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;3;1;0;0;4;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;1;1;0;0;2;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;12;6;0;0;18;1/3/24;;
Others;0;0;0;0;0;1/3/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;6;8;0;0;14;1/3/24;;
Others;0;0;0;0;0;1/3/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;0;0;0;0;0;1/3/24;;
Others;0;0;0;0;0;1/3/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;12;8;0;0;20;1/3/24;;
Others;0;0;0;0;0;1/3/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;0;0;0;0;0;1/3/24;;
Others;0;0;0;0;0;1/3/24;;
Aedes Albopictus;0;0;0;0;0;2/3/24;;
Aedes Aegypti;0;0;0;0;0;2/3/24;;
Culex;6;4;0;0;10;2/3/24;;
Others;0;0;0;0;0;2/3/24;;
Aedes Albopictus;0;0;0;0;0;2/3/24;;
Aedes Aegypti;0;0;0;0;0;2/3/24;;
Culex;8;0;0;0;8;2/3/24;;
Others;0;0;0;0;0;2/3/24;;
Aedes Albopictus;0;0;0;0;0;2/3/24;;
Aedes Aegypti;0;0;0;0;0;2/3/24;;
Culex;0;0;0;0;0;2/3/24;;
Others;0;0;0;0;0;2/3/24;;
Aedes Albopictus;0;0;0;0;0;2/3/24;;
Aedes Aegypti;0;0;0;0;0;2/3/24;;
Culex;6;4;0;0;10;2/3/24;;
Others;0;0;0;0;0;2/3/24;;
Aedes Albopictus;0;0;0;0;0;2/3/24;;
Aedes Aegypti;0;0;0;0;0;2/3/24;;
Culex;2;6;0;0;8;2/3/24;;
Others;0;0;0;0;0;2/3/24;;
Aedes Albopictus;0;0;0;0;0;3/3/24;;
Aedes Aegypti;0;0;0;0;0;3/3/24;;
Culex;81;56;0;0;137;3/3/24;;
Others;0;0;0;0;0;3/3/24;;
Aedes Albopictus;0;0;0;0;0;3/3/24;;
Aedes Aegypti;0;0;0;0;0;3/3/24;;
Culex;20;49;0;0;69;3/3/24;;
Others;0;0;0;0;0;3/3/24;;
Aedes Albopictus;0;0;0;0;0;3/3/24;;
Aedes Aegypti;0;0;0;0;0;3/3/24;;
Culex;9;41;1;0;51;3/3/24;;
Others;0;0;0;0;0;3/3/24;;
Aedes Albopictus;0;0;0;0;0;3/3/24;;
Aedes Aegypti;0;0;0;0;0;3/3/24;;
Culex;16;54;0;0;70;3/3/24;;
Others;0;0;0;0;0;3/3/24;;
Aedes Albopictus;0;0;0;0;0;3/3/24;;
Aedes Aegypti;0;0;0;0;0;3/3/24;;
Culex;2;71;0;0;73;3/3/24;;
Others;0;0;0;0;0;3/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;201;62;0;0;263;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;12;54;0;0;66;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;102;38;0;0;140;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;6;33;0;0;39;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;19;35;0;0;54;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;6/3/24;;
Aedes Aegypti;0;0;0;0;0;6/3/24;;
Culex;0;8;0;0;8;6/3/24;;
Others;0;0;0;0;0;6/3/24;;
Aedes Albopictus;0;0;0;0;0;6/3/24;;
Aedes Aegypti;0;0;0;0;0;6/3/24;;
Culex;29;17;0;0;46;6/3/24;;
Others;0;0;0;0;0;6/3/24;;
Aedes Albopictus;0;0;0;0;0;6/3/24;;
Aedes Aegypti;0;0;0;0;0;6/3/24;;
Culex;8;14;0;0;22;6/3/24;;
Others;0;0;0;0;0;6/3/24;;
Aedes Albopictus;0;0;0;0;0;6/3/24;;
Aedes Aegypti;0;0;0;0;0;6/3/24;;
Culex;10;6;0;0;16;6/3/24;;
Others;0;0;0;0;0;6/3/24;;
Aedes Albopictus;0;0;0;0;0;6/3/24;;
Aedes Aegypti;0;0;0;0;0;6/3/24;;
Culex;2;5;0;0;7;6/3/24;;
Others;0;0;0;0;0;6/3/24;;
Aedes Albopictus;0;0;0;0;0;7/3/24;;
Aedes Aegypti;0;0;0;0;0;7/3/24;;
Culex;0;0;0;0;0;7/3/24;;
Others;0;0;0;0;0;7/3/24;;
Aedes Albopictus;0;0;0;0;0;7/3/24;;
Aedes Aegypti;0;0;0;0;0;7/3/24;;
Culex;16;5;0;0;21;7/3/24;;
Others;0;0;0;0;0;7/3/24;;
Aedes Albopictus;0;0;0;0;0;7/3/24;;
Aedes Aegypti;0;0;0;0;0;7/3/24;;
Culex;2;12;0;0;14;7/3/24;;
Others;0;0;0;0;0;7/3/24;;
Aedes Albopictus;0;0;0;0;0;7/3/24;;
Aedes Aegypti;0;0;0;0;0;7/3/24;;
Culex;101;12;7;0;120;7/3/24;;
Others;0;0;0;0;0;7/3/24;;
Aedes Albopictus;0;0;0;0;0;7/3/24;;
Aedes Aegypti;0;0;0;0;0;7/3/24;;
Culex;0;0;0;0;0;7/3/24;;
Others,Armigeres;0;0;0;0;0;7/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;8;46;9;1;64;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;102;31;0;0;133;4/3/24;;
Others,Armigeres;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;2;4;0;0;6;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;0;0;0;0;0;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;4/3/24;;
Aedes Aegypti;0;0;0;0;0;4/3/24;;
Culex;16;13;0;0;29;4/3/24;;
Others;0;0;0;0;0;4/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;2;26;0;0;28;5/3/24;;
Others,Armigeres;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;80;14;0;0;94;5/3/24;;
Others,Armigeres;0;1;0;0;1;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;0;0;0;0;0;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;0;0;0;0;0;5/3/24;;
Others;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;5/3/24;;
Aedes Aegypti;0;0;0;0;0;5/3/24;;
Culex;0;0;0;0;0;5/3/24;;
Others,Armigeres;0;0;0;0;0;5/3/24;;
Aedes Albopictus;0;0;0;0;0;25/2/24;;
Aedes Aegypti;0;0;0;0;0;25/2/24;;
Culex;0;0;0;0;0;25/2/24;;
Others;0;0;0;0;0;25/2/24;;
Aedes Albopictus;0;0;0;0;0;25/2/24;;
Aedes Aegypti;0;0;0;0;0;25/2/24;;
Culex;0;0;0;0;0;25/2/24;;
Others;0;0;0;0;0;25/2/24;;
Aedes Albopictus;0;0;0;0;0;25/2/24;;
Aedes Aegypti;0;0;0;0;0;25/2/24;;
Culex;0;0;0;0;0;25/2/24;;
Others;0;0;0;0;0;25/2/24;;
Aedes Albopictus;0;0;0;0;0;25/2/24;;
Aedes Aegypti;3;0;0;0;3;25/2/24;;
Culex;4;0;0;0;4;25/2/24;;
Others;0;0;0;0;0;25/2/24;;
Aedes Albopictus;0;0;0;0;0;25/2/24;;
Aedes Aegypti;0;0;0;0;0;25/2/24;;
Culex;4;6;0;0;10;25/2/24;;
Others;0;0;0;0;0;25/2/24;;
Aedes Albopictus;0;0;0;0;0;26/2/24;;
Aedes Aegypti;0;0;0;0;0;26/2/24;;
Culex;0;0;0;0;0;26/2/24;;
Others;0;0;0;0;0;26/2/24;;
Aedes Albopictus;0;0;0;0;0;26/2/24;;
Aedes Aegypti;0;0;0;0;0;26/2/24;;
Culex;0;0;0;0;0;26/2/24;;
Others;0;0;0;0;0;26/2/24;;
Aedes Albopictus;0;0;0;0;0;26/2/24;;
Aedes Aegypti;0;0;0;0;0;26/2/24;;
Culex;3;0;0;0;3;26/2/24;;
Others;0;0;0;0;0;26/2/24;;
Aedes Albopictus;0;0;0;0;0;26/2/24;;
Aedes Aegypti;0;0;0;0;0;26/2/24;;
Culex;0;0;0;0;0;26/2/24;;
Others;0;0;0;0;0;26/2/24;;
Aedes Albopictus;0;0;0;0;0;26/2/24;;
Aedes Aegypti;0;0;0;0;0;26/2/24;;
Culex;0;0;0;0;0;26/2/24;;
Others;0;0;0;0;0;26/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;2;0;0;2;21/2/24;;
Culex;2;0;0;1;3;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;1;1;0;0;2;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;3;6;0;0;9;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;9;3;0;0;12;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;21/2/24;;
Aedes Aegypti;0;0;0;0;0;21/2/24;;
Culex;0;0;0;0;0;21/2/24;;
Others;0;0;0;0;0;21/2/24;;
Aedes Albopictus;0;0;0;0;0;22/2/24;;
Aedes Aegypti;0;0;0;0;0;22/2/24;;
Culex;0;0;0;0;0;22/2/24;;
Others;0;0;0;0;0;22/2/24;;
Aedes Albopictus;0;0;0;0;0;22/2/24;;
Aedes Aegypti;0;0;0;0;0;22/2/24;;
Culex;0;0;0;2;2;22/2/24;;
Others;0;0;0;0;0;22/2/24;;
Aedes Albopictus;0;0;0;0;0;22/2/24;;
Aedes Aegypti;0;0;0;0;0;22/2/24;;
Culex;2;2;0;0;4;22/2/24;;
Others;0;0;0;0;0;22/2/24;;
Aedes Albopictus;0;0;0;0;0;22/2/24;;
Aedes Aegypti;0;0;0;0;0;22/2/24;;
Culex;10;8;0;0;18;22/2/24;;
Others;0;0;0;0;0;22/2/24;;
Aedes Albopictus;0;0;0;0;0;22/2/24;;
Aedes Aegypti;0;1;0;0;1;22/2/24;;
Culex;0;1;0;0;1;22/2/24;;
Others;0;0;0;0;0;22/2/24;;
Aedes Albopictus;0;0;0;0;0;27/2/24;;
Aedes Aegypti;0;1;0;0;1;27/2/24;;
Culex;109;15;0;0;124;27/2/24;;
Others;0;0;0;0;0;27/2/24;;
Aedes Albopictus;0;0;0;0;0;27/2/24;;
Aedes Aegypti;0;0;0;0;0;27/2/24;;
Culex;120;11;0;0;131;27/2/24;;
Others;0;0;0;0;0;27/2/24;;
Aedes Albopictus;0;0;0;0;0;27/2/24;;
Aedes Aegypti;0;0;0;0;0;27/2/24;;
Culex;80;7;0;0;87;27/2/24;;
Others;0;0;0;0;0;27/2/24;;
Aedes Albopictus;0;0;0;0;0;27/2/24;;
Aedes Aegypti;0;0;0;0;0;27/2/24;;
Culex;23;4;0;0;27;27/2/24;;
Others;0;0;0;0;0;27/2/24;;
Aedes Albopictus;0;0;0;0;0;27/2/24;;
Aedes Aegypti;0;0;0;0;0;27/2/24;;
Culex;30;4;0;0;34;27/2/24;;
Others;0;0;0;0;0;27/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;280;22;0;0;302;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;180;5;0;0;185;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;90;11;0;0;101;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;20;6;0;0;26;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;28/2/24;;
Aedes Aegypti;0;0;0;0;0;28/2/24;;
Culex;8;5;0;0;13;28/2/24;;
Others;0;0;0;0;0;28/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;2;23;0;0;25;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;8;23;0;0;31;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;0;0;0;0;0;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;29;17;0;0;46;29/2/24;;
Others,Armigeres;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;29/2/24;;
Aedes Aegypti;0;0;0;0;0;29/2/24;;
Culex;5;11;0;0;16;29/2/24;;
Others;0;0;0;0;0;29/2/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;2;6;0;0;8;1/3/24;;
Others;0;0;0;0;0;1/3/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;0;0;0;0;0;1/3/24;;
Others;0;0;0;0;0;1/3/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;4;1;0;0;5;1/3/24;;
Others,Armigeres;0;2;0;0;2;1/3/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
Aedes Aegypti;0;0;0;0;0;1/3/24;;
Culex;3;1;0;0;4;1/3/24;;
Others;0;0;0;0;0;1/3/24;;
Aedes Albopictus;0;0;0;0;0;1/3/24;;
